#longitude	latitude	city
8.916700	47.816700	1648
8.557500	47.681100	669
8.310200	47.267800	272
8.533300	47.400000	1005
8.618800	47.418300	464
8.587700	47.248500	731
8.533400	47.143400	2060
8.716000	47.069500	36
8.711100	47.305600	1886
8.916700	47.333300	565
9.050000	47.116700	2050
9.226900	47.325900	1646
9.070600	47.409700	153
9.637700	46.990200	1657
9.966700	47.016700	1608
10.466700	47.100000	628
10.683300	47.533300	1297
10.666700	47.083300	1433
10.733300	47.066700	821
11.250000	46.916700	1112
11.366700	47.166700	1814
10.342800	46.030000	300
9.616700	46.000000	1899
9.100000	46.083300	323
8.649800	45.995200	1305
8.850000	45.583300	271
8.552000	45.834200	393
9.150000	45.650000	1669
9.166700	45.533300	400
9.272500	45.580100	1196
9.316700	45.700000	314
9.559600	45.681800	223
9.554900	45.542200	547
9.464200	45.567100	1111
9.427600	45.640500	1774
9.383300	45.633300	1537
9.445300	45.358000	600
9.816700	45.200000	1492
9.094400	45.331000	195
8.283300	45.133300	545
7.466700	45.400000	1369
8.166700	45.616700	1766
8.050000	45.566700	186
8.085500	45.488000	1919
7.650000	45.366700	1900
7.433300	45.050000	1484
7.366700	44.950000	1810
6.995900	45.320600	174
6.816700	44.983300	391
6.116700	45.033300	979
6.322700	45.272600	1568
6.560200	45.470900	555
6.105300	45.708300	1003
4.644700	45.878000	344
4.625000	45.987300	943
4.481800	46.306500	1117
4.418600	46.193100	96
4.115000	46.223900	1079
3.265800	46.850600	1064
3.280100	47.076000	112
2.983300	47.116700	999
2.804000	47.070600	1941
2.616700	47.033300	1820
3.159000	46.989600	1259
2.841900	46.727500	542
3.004300	46.708600	1416
3.051900	46.676000	1023
3.055100	46.502500	622
3.362500	46.443500	175
3.472600	46.255400	1610
3.383300	45.733300	1002
3.081100	45.831400	202
2.735000	45.512400	343
2.552800	45.000600	1917
3.125600	45.403000	67
3.816700	45.383300	541
3.700000	45.633300	387
4.265100	45.561900	1910
5.215300	45.757000	1573
5.422100	45.397900	980
5.726500	45.112900	987
5.637400	44.232200	944
6.216700	44.200000	1942
5.889700	44.169700	177
5.751000	43.761700	1577
6.235000	43.137100	932
7.385300	43.752000	950
7.448400	43.878500	1737
8.333300	44.350000	559
7.400000	44.233300	531
5.511200	43.858400	1565
5.355000	43.213300	284
3.107800	42.011200	1034
1.811900	41.235100	1711
1.883300	41.493400	1611
2.036600	41.343600	1612
3.266700	39.733300	392
-0.787200	39.132100	184
-1.366700	39.200000	930
-0.796500	38.086400	31
-0.433300	38.616700	313
-0.109000	38.754900	169
-0.126800	38.773100	571
1.496100	35.185700	1738
4.533300	36.461100	17
6.633300	36.366700	1691
8.784200	34.425000	597
8.784200	34.425000	1451
10.537200	35.872800	817
15.133300	37.683300	1616
15.233300	37.816700	282
15.138200	37.902000	581
16.225800	38.682900	1077
16.466700	38.466700	995
16.860800	39.132800	1513
16.330300	39.225200	563
16.366700	39.066700	386
15.931500	38.675800	567
15.712600	38.010300	1203
14.883300	37.083300	269
12.968900	37.604100	1140
12.788200	38.024200	111
8.610800	39.160300	1353
8.976600	39.492800	1665
9.683300	40.566700	1703
9.279900	41.589400	1408
10.616700	43.050000	291
10.433300	43.383300	1525
10.500000	43.800000	101
8.816700	44.433300	319
9.115600	44.372200	1613
9.285100	44.381700	399
9.702300	44.446900	23
9.183300	44.666700	1187
9.183300	44.750000	579
9.383300	44.883300	1347
9.033300	44.816700	248
10.466400	44.389200	307
10.763200	44.451500	1902
11.257600	44.545400	137
10.850000	44.600000	315
11.116700	43.983300	756
11.450000	43.683300	264
11.683300	44.050000	1818
11.600000	43.283300	1474
11.807800	43.366900	24
11.866700	44.350000	309
11.585500	44.398500	318
11.833300	44.716700	1078
11.466700	45.350000	1318
11.614300	45.546400	1939
11.483300	45.700000	1824
11.250000	45.733300	1897
11.066700	45.683300	106
11.683300	46.433300	1136
11.666700	46.766700	1247
12.358800	46.120800	1745
12.381000	46.141000	402
12.176400	45.320000	316
12.500000	45.683300	1519
13.071700	45.883900	569
13.050600	45.906100	1759
13.501700	45.793300	201
13.847200	46.109200	1422
15.166700	45.733300	1150
15.233300	45.483300	736
15.446700	46.387800	1316
15.790600	46.423600	916
15.733300	46.383300	1149
16.366700	46.250000	643
16.214200	45.850800	624
16.809400	45.176700	903
17.705000	45.218900	485
17.623100	45.278900	1716
17.937200	45.696100	413
18.060000	45.579200	1621
18.783100	45.455600	1841
18.716700	46.016700	420
19.002200	46.640000	493
18.858200	46.573100	1075
18.335800	45.683300	1827
19.058600	45.236100	281
18.429200	44.265800	305
19.029400	42.651700	1411
20.840300	42.907500	2061
21.597200	44.196100	1153
20.699200	44.438600	1165
20.487800	44.785800	1945
20.216400	45.902500	787
21.316700	46.150000	64
20.266700	46.650000	1787
20.283300	46.700000	1228
19.433300	47.300000	1184
19.436100	47.665300	754
19.950000	48.150000	1792
20.950000	48.300000	1181
21.678700	48.469000	1914
20.950000	49.050000	1030
20.750000	49.216700	1589
20.876900	49.263400	1057
20.883300	49.616700	1438
20.844600	49.679000	895
20.526900	49.415200	1788
19.729000	49.730700	2040
18.686900	49.421000	1756
17.733300	48.316700	1901
16.150000	48.366700	1301
15.900000	48.566700	1157
15.316700	48.483300	629
15.516700	48.750000	1493
15.450000	48.800000	1016
16.166700	48.150000	939
16.066700	48.200000	1479
15.866700	48.116700	1381
15.650000	48.066700	1650
15.883300	48.183300	1879
15.666700	48.133300	721
15.466700	48.200000	1413
15.116700	48.333300	1874
15.283300	47.416700	1382
15.183300	47.233300	879
14.733300	47.150000	1970
15.266700	47.116700	656
15.466700	47.283300	568
15.950000	47.833300	1288
16.200000	47.950000	598
16.433300	47.750000	1412
16.583300	47.583300	1882
15.950000	47.433300	1609
15.666700	47.050000	1162
15.750000	47.116700	872
15.564200	47.023200	1905
15.883300	46.966700	691
15.982500	46.956400	802
15.900000	46.750000	1298
15.965600	46.764700	882
16.764000	46.780300	1227
16.516700	46.466700	1152
17.257400	46.765800	858
18.506300	47.102700	168
17.938700	48.308400	1915
18.515300	48.659700	276
18.175100	48.517800	1269
17.800000	48.900000	1114
18.169900	49.564900	1014
17.299800	49.820800	749
17.787000	49.897000	474
17.709400	49.898900	1164
18.202200	50.007100	219
18.953800	49.854800	1147
17.937300	50.337000	185
17.776500	50.493600	1723
18.340100	50.510700	499
18.532800	50.390600	1449
18.599000	50.715600	951
19.160900	51.295700	1447
19.103700	51.422100	1437
19.212300	51.536800	1370
19.289200	51.959800	1331
19.550800	51.883900	2043
18.397400	52.511100	1396
17.948500	52.047800	182
17.706600	51.858100	1386
16.761100	52.280100	1856
16.207900	52.263200	25
16.301300	52.007300	1434
16.482300	51.804800	1436
15.916700	51.116700	2055
15.698800	51.181300	1459
16.220400	51.280100	1155
16.662100	50.818100	789
16.033300	50.883300	1346
15.385300	50.511900	1388
15.521100	50.388500	1392
15.019700	50.283900	973
14.847200	50.144100	1755
14.683300	50.116700	1255
14.539300	50.048900	733
14.483300	49.650000	898
13.083300	49.716700	714
13.072500	49.748500	1776
14.024800	49.532600	1221
14.247800	50.361700	1993
14.086400	50.321800	786
13.516700	50.333300	1012
13.836000	50.451200	1010
13.843000	50.633100	1431
14.072600	50.409700	1462
14.566700	50.183300	1721
14.889300	50.351300	1765
14.950000	50.300000	1063
15.017100	49.911700	373
17.066700	49.366700	1726
17.066700	49.283300	715
17.491600	49.381000	1751
17.416700	49.233300	1775
17.070400	48.839700	1065
16.493000	49.356600	1948
15.758700	49.407600	1925
15.158200	49.362300	238
14.388400	48.702700	1532
14.716700	48.200000	942
14.833300	48.150000	66
14.350000	48.233300	1304
14.233300	48.416700	1881
14.216700	48.266700	1536
14.016700	48.200000	1518
13.783300	48.100000	13
13.666700	48.200000	1528
13.900000	48.233300	717
13.733300	48.383300	1300
13.816700	48.466700	527
13.750000	48.483300	1607
13.519700	48.539700	1348
13.633300	48.583300	1460
13.283300	48.633300	813
13.183300	48.333300	14
13.216700	47.916700	1252
13.183300	47.800000	1944
12.970600	47.919400	1332
12.400000	47.966700	1293
11.900000	47.983300	614
12.700000	47.616700	683
12.816700	47.316700	535
12.833300	47.400000	1006
12.849400	46.838100	773
12.731400	46.847200	1296
12.483300	46.600000	482
12.336400	46.417800	1896
13.007300	46.157100	1592
13.516700	46.966700	1088
14.015000	46.665800	1809
14.616700	46.533300	1695
14.600000	46.616700	1748
14.916700	46.966700	1878
14.850000	46.766700	1693
13.871400	46.925800	242
14.377200	46.783000	744
14.516700	46.466700	503
14.566700	46.200000	630
14.504400	45.712500	883
14.455900	45.390700	487
13.979700	45.796700	1390
13.781400	45.585300	1194
13.763600	45.110000	241
16.200000	44.466700	1514
16.398900	43.912500	1947
17.400600	43.551100	790
16.571400	43.571900	921
16.341100	43.355300	642
16.083300	43.566700	1478
13.850000	43.016700	422
13.250000	42.700000	1834
13.650000	43.066700	1363
13.583300	43.150000	1473
13.625500	43.492000	1285
12.833300	43.300000	292
12.400000	42.916700	388
11.366600	42.791800	1401
11.083300	42.883300	1192
11.292300	42.598000	1074
12.516700	42.016700	1098
13.066700	42.016700	1512
13.316700	41.774700	1383
14.966700	41.683300	1594
14.365200	41.121000	55
14.416700	40.916700	253
14.366000	40.878600	1216
14.808300	40.774400	1667
15.283300	40.250000	1171
15.066900	40.501600	1116
15.316700	40.150000	594
15.450000	40.083300	5
15.783300	40.033300	1641
16.300000	39.816700	375
17.700000	40.650000	1598
18.250000	40.266700	582
18.126500	40.051400	1336
20.593300	41.240600	1924
24.100000	42.183300	1659
23.316700	42.633300	484
23.200000	42.750000	218
23.500000	43.516700	659
23.866700	44.500000	1215
25.400000	44.566700	414
25.498800	44.801900	1357
25.083300	44.883300	1426
24.966700	45.016700	690
25.083300	45.050000	1950
25.200000	45.150000	1089
25.000000	45.783300	757
26.183300	45.850000	406
26.000000	45.600000	274
26.209000	44.944400	26
25.949600	44.601700	440
26.800000	44.533300	732
27.016700	44.616700	324
28.465000	43.838800	71
27.483300	43.600000	1101
27.600000	43.050000	426
26.833300	43.566700	636
26.800000	43.966700	896
26.228100	44.186200	648
24.566700	43.733300	2036
26.166700	43.866700	1430
26.100000	43.366700	902
24.866700	43.466700	1717
24.766700	42.600000	490
24.733300	42.350000	819
24.916700	42.266700	1339
26.183300	42.116700	1319
24.750000	41.500000	1724
22.665300	41.405300	913
23.965000	38.202500	651
28.150000	38.200000	2024
27.166700	38.133300	1600
26.966700	38.300000	843
27.946700	39.681700	94
28.968400	41.031800	840
26.883300	42.766700	1054
26.901100	40.890000	1085
29.583300	40.650000	701
30.201100	40.848600	19
29.494400	40.886100	1177
31.379200	41.169400	21
35.617800	33.980800	809
35.701900	36.973700	1670
36.133300	36.016700	1218
35.716700	34.116700	1456
35.578300	33.235600	1813
35.393400	32.560200	529
35.166700	31.883300	159
34.729600	31.662500	1455
30.841800	29.309900	551
31.353100	30.179400	522
30.129200	31.139700	814
31.266700	31.000000	48
35.065800	32.185800	1452
35.020800	32.563500	45
35.563000	32.713800	868
39.080600	37.043900	897
38.916700	38.550000	1620
34.625200	38.745900	665
32.895300	40.032000	1446
34.432700	40.860400	693
35.720100	41.074800	326
36.721900	41.198900	308
34.103000	44.433600	611
33.961900	44.836100	1409
28.402800	45.684200	1949
28.078500	46.861100	1393
27.666700	46.233300	198
27.566700	47.216700	1735
25.841100	47.384900	1890
24.569400	48.634800	1224
28.548700	50.272900	144
29.346100	47.886900	1718
31.887100	49.222400	1722
30.205900	50.414700	641
32.807800	53.809200	1719
37.938000	54.921200	1120
38.284400	55.397500	199
38.399400	54.748100	991
39.833400	54.789700	1729
41.418100	52.822100	1399
45.871200	55.722600	230
42.833300	55.900000	1686
42.700300	56.194700	644
41.341700	56.702000	887
40.737700	56.922700	1683
39.838900	56.148800	59
38.166700	56.033300	812
37.905800	55.581400	1067
37.636100	55.405000	368
31.746500	58.417100	481
31.369100	58.660900	347
37.639600	59.189200	1249
40.048600	60.054400	1736
42.160000	61.080000	1912
56.414700	64.899200	356
51.541900	60.334400	846
48.966800	58.033800	69
47.871100	56.636900	804
50.213500	56.548100	65
54.093300	58.937500	1590
56.298300	58.218900	864
54.920700	57.053800	2022
59.489100	55.573600	2025
57.960300	52.585400	666
59.210600	53.876900	1920
58.628300	57.688600	1477
60.765300	58.872600	1921
61.174400	57.939700	2020
62.500000	57.233300	1081
63.643600	56.082500	1672
63.596000	54.678000	2038
69.396900	53.282400	886
73.878600	54.657000	3
86.193100	56.964700	556
83.733300	54.966700	1951
82.380100	50.074600	1889
85.200000	51.316700	77
91.433300	52.866700	1417
88.405000	56.514400	750
93.621500	55.852900	1359
102.910400	53.435700	1790
104.186700	52.897600	267
117.100000	60.233300	822
129.137000	61.477700	1395
139.975700	69.309600	456
151.700000	62.266700	1322
-165.477200	61.744800	1637
-144.439600	61.515600	358
-143.666500	70.124100	816
-114.183300	64.183300	1725
-107.034500	53.500100	1928
-104.533300	52.666700	1700
-108.028700	45.369300	1555
-105.260300	43.231900	190
-105.991900	38.536000	409
-105.115000	36.558100	1888
-104.388500	30.182800	1100
-111.528000	33.191100	1596
-111.398900	33.361600	63
-106.780200	36.214000	602
-108.420100	37.297100	1143
-112.244400	38.415500	1110
-116.835600	33.642500	712
-117.664300	33.455100	298
-117.572300	34.426100	1366
-119.502900	37.002600	1423
-120.256800	37.994700	1739
-120.621400	38.206800	1591
-121.311100	38.291000	1865
-120.836700	39.197700	497
-121.256300	39.593200	552
-119.329200	40.866200	619
-121.895700	41.749700	1068
-123.549000	46.559000	990
-127.700000	52.350000	1302
-121.487000	45.799300	747
-117.860700	47.698300	1485
-114.180700	47.277100	1480
-109.751600	50.450100	1506
-101.033300	50.133300	1158
-96.594200	48.753100	956
-95.887700	47.653000	1127
-100.724400	43.620300	1980
-97.698600	42.032200	1128
-94.749500	43.669200	1681
-92.588400	44.660900	675
-87.931700	45.594400	1350
-91.929700	46.559900	1742
-91.670700	47.022700	1867
-85.650000	48.683300	1167
-83.400000	47.833300	341
-79.501400	44.114900	1260
-77.616700	44.516700	450
-75.689300	43.271500	1125
-77.501000	42.483700	385
-78.715800	44.160900	2023
-79.746300	43.160700	583
-80.255000	44.106400	1137
-80.696700	43.209000	768
-80.856600	41.756400	89
-81.833700	43.075000	68
-82.937400	42.375900	660
-84.166100	42.007600	1313
-83.740800	41.419200	1840
-83.835200	40.559500	1530
-83.939900	39.990100	1279
-86.766600	38.937100	1328
-85.806500	42.031200	1096
-87.789300	41.872500	1291
-88.439100	43.482700	1822
-89.289800	43.012500	1126
-90.539300	42.523600	1705
-90.956500	42.679700	1278
-92.079100	40.933300	1011
-93.934300	40.832400	653
-92.292900	38.692000	692
-93.434000	37.004700	377
-94.832300	36.966200	1372
-98.206300	37.999200	1
-97.266300	37.628200	1124
-95.486500	35.436400	348
-96.729700	36.117900	2014
-96.281300	32.360500	851
-97.210000	32.643700	855
-98.536800	33.801900	1983
-102.341500	32.893400	1043
-101.050000	28.266700	514
-103.346300	23.624600	296
-103.033300	20.583300	518
-101.133900	20.620800	383
-100.183300	20.716700	938
-99.155700	20.413500	780
-99.333300	19.356400	2035
-99.196900	19.449900	1352
-99.335000	18.726200	1241
-104.250000	19.283300	1093
-100.477200	23.193500	1113
-99.418700	28.030500	530
-90.799000	29.372500	1457
-88.272300	30.756400	1660
-87.666200	31.032600	1354
-87.198000	33.290400	2
-90.041700	32.806500	1908
-91.846300	32.264800	1091
-95.452500	29.418500	1524
-86.731100	21.231100	774
-89.214000	20.771800	1599
-96.177200	19.127800	224
-97.158300	19.566700	1048
-97.916100	19.584500	11
-97.733300	18.900000	1595
-96.883300	19.275000	521
-97.100000	18.916700	354
-97.350000	18.316700	357
-97.747200	17.728600	277
-96.450000	17.116700	421
-89.683300	13.933300	520
-89.027800	13.938100	1770
-80.133300	-0.166700	953
-80.416700	-0.600000	302
-57.516700	-16.533300	404
-54.934400	-10.169300	1119
-55.982900	-15.454300	408
-43.766700	-21.066700	1499
-42.170300	-21.763300	967
-41.283300	-20.150000	245
-41.050000	-19.250000	220
-42.766100	-18.167800	584
-42.606400	-16.907800	805
-43.709900	-16.327800	299
-44.659200	-16.071700	1060
-48.387800	-13.426800	1156
-45.450000	-10.916700	1619
-45.477000	-9.922800	143
-43.083300	-10.983300	1586
-43.508700	-7.088800	794
-37.566700	-5.783300	304
-36.521700	-8.291900	1606
-39.710900	-10.340300	1282
-40.970800	-10.187100	949
-39.484700	-11.433900	1893
-39.100000	-12.050000	278
-38.116700	-12.666700	1190
-39.791500	-14.903100	1615
-41.337400	-17.679100	1817
-42.516700	-20.766700	476
-45.282400	-22.008500	795
-47.021000	-23.688000	322
-46.589500	-22.781700	1378
-48.383300	-19.233300	157
-49.441800	-18.329500	778
-50.366700	-21.866700	807
-51.983300	-22.616700	776
-50.516700	-22.066700	1904
-49.716700	-24.783300	1728
-49.677400	-25.521500	116
-54.633300	-28.283300	279
-51.816700	-30.850000	287
-49.118800	-26.889900	1583
-54.666700	-30.983300	475
-61.902800	-31.090200	1468
-60.683300	-33.100000	1189
-61.316700	-33.700000	1936
-58.761800	-34.509600	1200
-72.516700	-51.733300	1442
-63.683300	-40.433300	664
-60.936300	-35.988300	1937
-58.566100	-34.599900	1851
-58.516700	-34.650000	1467
-55.900000	-34.700000	528
-69.177800	-38.805600	1385
-72.600000	-38.733300	1816
-71.227200	-30.200800	42
-63.580400	-32.610700	434
-64.993300	-33.175400	4
-67.633300	-27.683300	560
-69.933300	-27.083300	80
-72.416700	-13.566700	1371
-76.966700	-12.033300	1614
-76.966700	-12.133300	374
-76.882800	0.084700	952
-74.216800	4.579400	1727
-74.048600	5.477800	398
-67.983300	7.500000	95
-70.233300	9.633300	303
-73.222800	6.635700	139
-71.449200	10.469400	517
-68.266700	12.150000	905
-66.288100	10.113300	211
-62.733300	8.983300	1815
-61.500000	7.300000	1864
-45.520200	-9.727400	620
-45.743800	-8.471900	1808
-42.369600	-9.541100	1496
-49.673000	-3.768000	1861
-48.612200	-0.486200	1740
-50.791400	1.743300	1419
-57.000000	-0.983300	1826
-55.150000	5.816700	1134
-61.500000	10.133300	1708
-61.433300	10.250000	634
-61.333300	10.633300	70
-61.516700	10.666700	1548
-63.096100	10.308900	662
-61.750000	12.050000	580
-59.616700	13.100000	1261
-59.616700	13.216700	1978
-61.056700	14.832900	982
-60.883300	13.900000	453
-61.383300	15.283300	1955
-61.233300	15.900000	1929
-61.716700	16.000000	147
-61.583300	16.250000	161
-62.983300	17.466700	340
-63.000000	18.250000	775
-69.666700	18.616700	1103
-69.886400	18.470000	2058
-70.500000	19.416700	0
-71.633300	19.483300	1617
-77.366700	18.400000	250
-74.287500	10.997200	1440
-80.085500	26.345300	212
-82.152500	32.538900	1866
-84.315200	33.018100	1130
-85.672500	33.251000	410
-86.993900	33.579200	7
-90.126800	35.536500	148
-86.863400	37.666000	1981
-85.702600	37.963300	1679
-84.883600	37.915100	1585
-83.101600	37.334000	566
-82.140100	37.648400	1489
-81.217700	37.444300	970
-81.635400	35.530000	310
-79.868700	33.357000	1554
-76.886000	34.688500	1582
-64.678100	32.381700	1549
-76.363600	37.802500	1984
-75.289700	38.409700	1979
-75.842700	40.010700	1953
-75.226700	40.014300	109
-78.774200	40.301100	1581
-78.949900	40.199200	729
-79.866400	40.125100	164
-79.981000	39.757700	210
-83.120100	39.863900	661
-79.633900	41.222600	958
-76.165800	40.175700	532
-75.107800	40.097900	792
-74.256300	40.218200	8
-74.106400	40.670500	152
-73.788100	40.728000	586
-73.686200	40.793900	1092
-73.672000	41.288800	635
-73.976800	41.211800	1974
-75.042900	41.842300	585
-72.676400	42.070400	553
-74.628700	43.042300	1550
-71.617600	42.491800	1761
-72.435300	43.141800	1281
-72.666700	48.883300	460
-71.515800	48.450100	969
-70.287000	46.578200	1551
-73.158100	45.341800	1185
-70.073100	44.435400	856
-70.192800	44.615900	501
-69.634400	43.807000	1747
-67.059200	44.808100	1055
-67.746600	46.926600	652
-64.833300	46.066700	160
-64.292500	44.488900	1977
-64.417800	44.378400	1502
-64.532100	44.350100	702
-65.373500	45.649600	1954
-65.075400	45.948900	1821
-62.883300	46.016700	570
-63.202800	45.531000	1290
-63.074500	45.471900	852
-61.261000	45.959300	492
-59.952700	46.121800	196
-55.466700	47.683300	1405
-54.050000	47.183300	1032
-54.916700	47.366700	104
-28.163200	38.411100	1505
-16.333300	28.533300	108
-17.866700	28.566700	788
-16.720100	28.050100	1046
-8.786100	38.380600	395
-8.379700	37.999700	536
-7.652800	38.171300	1106
-7.162800	38.881500	524
-8.235400	37.101100	403
-9.192700	38.839000	1379
-8.388100	39.491800	1516
-8.347600	39.497300	1022
-8.445600	40.290700	1624
-8.751000	39.979000	1172
-8.495400	39.776500	1487
-8.536600	39.938700	534
-8.101900	40.531500	1176
-8.320700	40.800400	1935
-7.555500	40.705400	578
-7.998300	41.097000	1414
-8.467300	40.820400	1069
-8.374700	40.972700	229
-8.300000	41.050000	1623
-8.349100	41.052200	1654
-7.467500	41.229200	317
-8.750000	42.866700	1927
-7.950000	42.316700	35
-8.383300	42.116700	1504
-8.616700	42.200000	1845
-8.736400	41.313500	596
-8.308900	41.382100	283
-7.440200	41.588100	1283
-7.668500	41.477000	1741
-7.259000	42.483000	1597
-7.015900	42.882900	329
-7.566700	43.000000	1544
-5.707300	43.302400	945
-5.573500	43.259900	1045
-3.250000	43.116700	1139
-2.266700	42.616700	1159
-3.025700	42.775400	28
-1.750000	43.083300	940
-1.057200	43.384400	941
-0.450000	43.133300	275
-0.950000	42.833300	1885
-1.671600	42.717700	1769
-2.744300	40.848200	384
-0.416700	39.516700	266
-0.531000	39.741600	1104
-0.566700	40.266700	312
-0.811400	41.033100	1214
-0.042300	41.715900	740
-0.753300	42.756500	1709
0.203900	42.320400	1131
0.207200	42.464500	1310
1.535000	42.877000	1635
1.966100	42.952000	1575
2.123800	42.737900	537
1.351900	43.479800	1632
1.280500	43.200400	972
1.038200	42.931300	330
0.966700	42.937000	759
0.754400	43.016200	781
0.899400	43.084800	562
1.037900	43.342600	1415
0.501300	43.382300	948
0.043100	43.800000	1090
-0.250000	43.516700	1805
-0.645500	43.664200	1666
-0.392300	43.889900	234
-0.153100	43.902800	1121
0.050000	44.333300	156
0.254900	44.826500	1569
0.416700	45.200000	1529
0.614700	45.174900	985
0.415700	44.997900	655
0.783300	44.866700	1122
0.671600	44.618900	483
0.816700	44.816700	983
1.854000	44.926300	183
1.808000	45.187000	947
1.897800	45.230300	539
0.699600	45.589700	87
0.266700	45.683300	1199
0.024700	46.074600	1380
0.036400	46.246700	1576
0.377800	46.975600	1483
-0.791300	46.077300	1559
-0.491500	45.701500	477
-0.300000	45.716700	236
-0.300000	45.450000	1557
-0.435600	45.460900	1563
-0.553100	45.079100	1180
-0.463300	44.926900	931
-0.286400	44.818000	1572
0.241900	44.374300	285
0.474900	44.613800	1558
0.522400	44.380000	988
0.783800	44.060700	1710
1.300000	44.016700	1188
1.950100	44.599500	289
2.179500	44.503100	996
2.173100	44.828500	1341
2.936800	44.533900	1420
2.463400	44.474500	1099
2.198600	44.452700	1909
3.135800	44.701000	1082
3.450000	44.200000	1584
3.366700	43.866700	978
3.994500	44.114900	1553
4.030800	44.368300	225
3.995100	44.939300	984
4.361500	44.982900	769
4.703900	44.922000	215
5.287000	44.998600	1001
4.742500	45.266700	390
5.186900	45.940600	1510
5.430200	45.907200	378
5.377600	46.080700	1257
6.005800	46.154500	81
6.010300	46.144200	1671
6.223200	46.245700	540
6.101800	46.183900	1311
6.204700	46.415400	1850
6.520600	46.546600	246
6.604500	46.658900	649
6.488500	46.866600	929
6.882200	46.727600	1658
6.778000	46.482100	1552
6.833300	46.150000	140
7.600000	45.800000	58
7.708900	46.321000	243
